No.,comment,label
596,kulitku makin sehat dan cerah setelah pakai ini secara rutin,positif
597,aku kecewa hasilnya gak sesuai dengan klaim produknya,negatif
598,teksturnya enak tapi aku belum lihat hasil signifikan,netral
599,aku puas banget kulitku jadi lebih lembut dan kenyal,positif
600,malah bikin kulitku iritasi aku gak akan repurchase,negatif
601,hasilnya belum kelihatan mungkin butuh waktu lebih lama,netral
602,produk ini bikin kulitku terasa lebih fresh dan sehat,positif
603,aku gak suka karena bikin wajahku semakin berminyak,negatif
604,belum ada perubahan yang signifikan setelah beberapa minggu pemakaian,netral
605,aku suka banget kulitku jadi lebih halus dan glowing,positif
606,sayang sekali produk ini bikin kulitku semakin kering,negatif
607,aku masih coba sejauh ini gak ada efek buruk,netral
608,produk ini membantu mengurangi kemerahan di wajahku suka banget,positif
609,teksturnya terlalu lengket dan gak nyaman dipakai,negatif
610,aku belum lihat hasil besar tapi kulitku lebih lembab dari sebelumnya,netral
611,hasilnya beneran bikin kulit lebih cerah dan sehat,positif
612,aku kecewa malah bikin kulitku kusam,negatif
613,aku belum yakin hasilnya masih biasa saja,netral
614,kulitku jadi lebih glowing dan lembut setelah pakai ini,positif
615,sayang banget malah bikin wajahku makin beruntusan,negatif
616,aku masih coba efeknya belum terasa,netral
617,produk ini sangat membantu melembabkan kulitku sepanjang hari,positif
618,wanginya kurang enak menurutku jadi kurang nyaman pakainya,negatif
619,sejauh ini biasa saja gak ada efek buruk tapi gak ada efek besar juga,netral
620,aku suka banget hasilnya bikin kulitku lebih kenyal,positif
621,aku kecewa karena produk ini bikin wajahku makin kering,negatif
622,hasilnya masih belum terlihat mungkin perlu waktu lebih lama,netral
623,kulitku terasa lebih sehat dan cerah recommended banget,positif
624,sayang banget produk ini gak cocok buat kulit sensitif seperti aku,negatif
625,aku masih menunggu hasilnya sejauh ini biasa saja,netral
626,produk ini bekerja dengan baik kulitku lebih terhidrasi,positif
627,malah bikin wajahku terasa lebih berminyak aku gak suka,negatif
628,aku masih coba dan belum lihat efek yang signifikan,netral
629,aku suka banget sama produk ini beneran bikin kulit makin cerah,positif
630,malah bikin wajahku iritasi dan kemerahan gak cocok buatku,negatif
632,produk ini bikin kulitku makin halus dan glowing,positif
633,aku kecewa hasilnya gak seperti yang diiklankan,negatif
634,aku belum lihat perubahan besar tapi sejauh ini gak ada efek samping,netral
635,kulitku lebih kenyal dan sehat aku suka banget produk ini,positif
636,sayangnya malah bikin wajahku kusam,negatif
637,sejauh ini produk ini cukup baik tapi gak ada efek besar,netral
638,aku puas banget kulitku terasa lebih cerah dan segar,positif
639,malah bikin kulitku makin kering dan kasar kecewa,negatif
640,aku masih coba mungkin perlu waktu lebih lama untuk lihat hasilnya,netral
641,teksturnya ringan dan cepat meresap aku suka banget,positif
642,wanginya terlalu menyengat kurang nyaman dipakai,negatif
643,aku belum lihat efek yang signifikan tapi cukup melembabkan,netral
645,malah bikin wajahku jadi berminyak gak cocok buat aku,negatif
646,aku masih coba sejauh ini efeknya biasa aja,netral
647,hasilnya luar biasa kulitku makin glowing,positif
648,aku kecewa karena gak ada efek yang aku harapkan,negatif
649,belum lihat hasil yang besar mungkin harus rutin pakai lebih lama,netral
650,produk ini bikin kulitku lebih cerah dan halus,positif
651,sayang banget produk ini bikin wajahku makin kering,negatif
652,aku masih coba efeknya belum terasa signifikan,netral
653,kulitku makin sehat dan cerah produk ini benarbenar bagus,positif
655,sejauh ini cukup oke tapi aku masih ingin lihat hasil lebih besar,netral
656,produk ini bikin kulitku lebih cerah dan lembut suka banget,positif
657,sayang banget malah bikin wajahku makin kusam,negatif
658,aku masih coba sejauh ini belum ada perubahan besar,netral
660,aku kecewa hasilnya gak seperti yang aku harapkan,negatif
661,aku belum lihat perubahan signifikan tapi teksturnya nyaman,netral
662,produk ini bikin wajahku makin glowing dan sehat recommended,positif
664,aku belum lihat efek besar tapi sejauh ini gak ada efek buruk,netral
665,hasilnya luar biasa kulitku makin cerah,positif
666,aku kecewa karena malah bikin wajahku makin berminyak,negatif
667,sejauh ini cukup oke tapi butuh pemakaian lebih lama,netral
668,produk ini bikin kulitku makin sehat dan glowing,positif
669,sayang banget malah bikin kulitku iritasi,negatif
672,malah bikin wajahku beruntusan aku kecewa,negatif
673,aku belum yakin sejauh ini hasilnya biasa saja,netral
674,hasilnya sesuai klaim kulitku lebih cerah dan lembab,positif
675,aku kecewa karena gak ada efek seperti yang diiklankan,negatif
676,aku masih coba mungkin butuh waktu lebih lama,netral
677,kulitku terasa lebih fresh dan sehat setelah pakai ini,positif
678,sayang sekali gak cocok buat kulit sensitif seperti aku,negatif
679,hasilnya biasa aja gak ada efek besar,netral
680,aku suka banget produk ini bikin kulitku lebih glowing,positif
681,teksturnya kurang nyaman terlalu lengket di kulit,negatif
682,aku belum lihat hasil besar tapi gak ada efek samping juga,netral
683,produk ini sangat melembabkan kulitku sepanjang hari,positif
684,malah bikin kulitku makin kering dan kasar,negatif
685,aku masih coba dan belum lihat efek signifikan,netral
686,kulitku lebih sehat dan kenyal setelah pakai ini,positif
687,wanginya terlalu kuat dan kurang nyaman dipakai,negatif
689,produk ini beneran bikin wajah makin cerah dan fresh,positif
690,aku kecewa kulitku malah jadi iritasi,negatif
692,teksturnya ringan dan nyaman aku suka banget,positif
695,kulitku makin sehat dan glowing produk ini bagus banget,positif
697,aku belum lihat perubahan besar tapi sejauh ini cukup melembabkan,netral
698,produk ini bikin kulitku lebih kenyal dan segar,positif
700,aku masih coba mungkin perlu waktu lebih lama untuk melihat hasilnya,netral
704,produk ini bikin wajahku lebih sehat dan glowing recommended,positif
705,sayang sekali produk ini gak cocok buat kulitku,negatif
707,teksturnya nyaman dan cepat meresap aku suka banget,positif
708,malah bikin wajahku makin berminyak aku gak suka,negatif
710,kulitku lebih cerah dan kenyal aku suka banget produk ini,positif
711,aku kecewa karena malah bikin wajahku iritasi dan merah,negatif
712,sejauh ini gak ada efek samping tapi juga belum ada perubahan besar,netral
713,produk ini sangat membantu menghidrasi kulitku sepanjang hari,positif
715,aku masih coba sejauh ini hasilnya biasa aja,netral
716,aku puas banget kulitku terasa lebih halus dan glowing,positif
717,sayangnya bikin wajahku makin kusam,negatif
719,produk ini benarbenar melembabkan dan membuat kulit sehat,positif
720,aku kecewa karena produk ini bikin kulitku makin berminyak,negatif
721,aku masih menunggu hasilnya sejauh ini gak ada perubahan signifikan,netral
722,hasilnya sesuai klaim kulitku jadi lebih cerah dan lembab,positif
723,malah bikin kulitku iritasi aku gak akan beli lagi,negatif
725,aku suka banget hasilnya bikin kulit makin kenyal,positif
727,sejauh ini cukup oke tapi gak ada efek besar,netral
728,produk ini bikin wajahku makin cerah dan sehat,positif
730,aku belum lihat hasil signifikan tapi cukup melembabkan,netral
731,kulitku jadi lebih glowing dan segar setelah pakai ini,positif
732,aku kecewa malah bikin wajahku berjerawat,negatif
733,aku masih coba efeknya belum terlalu terlihat,netral
734,teksturnya ringan dan nyaman di kulit suka banget,positif
735,sayang banget produk ini bikin kulitku lebih kering,negatif
736,produk ini bikin wajahku lebih halus dan kenyal suka banget,positif
737,teksturnya terlalu berat aku kurang nyaman pakainya,negatif
738,aku masih coba belum terlihat efek besar,netral
739,aku suka banget karena bikin wajahku lebih cerah,positif
741,hasilnya belum terlalu kelihatan tapi cukup melembabkan,netral
742,produk ini bikin wajahku lebih sehat dan glowing,positif
743,aku kecewa karena gak sesuai ekspektasi,negatif
744,sejauh ini biasa aja belum ada perubahan besar,netral
745,teksturnya ringan dan cepat menyerap aku suka banget,positif
746,malah bikin wajahku berminyak gak cocok buatku,negatif
810,aku belum yakin sejauh ini hasilnya masih biasa saja,netral
811,produk ini bikin kulitku lebih lembab dan sehat,positif
812,sayangnya produk ini gak cocok untuk kulitku yang sensitif,negatif
813,aku masih coba sejauh ini efeknya belum terlalu kelihatan,netral
814,aku suka banget kulitku jadi lebih glowing dan halus,positif
815,wanginya terlalu kuat bikin pusing saat dipakai,negatif
816,aku masih coba hasilnya belum signifikan,netral
817,teksturnya ringan dan mudah meresap di kulit suka banget,positif
818,sayangnya bikin kulitku lebih kering dari sebelumnya,negatif
819,aku masih coba dan belum lihat perubahan besar,netral
820,produk ini bikin wajahku makin cerah dalam beberapa minggu,positif
821,malah bikin wajahku iritasi aku kecewa,negatif
822,aku masih nunggu hasilnya mungkin butuh waktu lebih lama,netral
823,aku puas banget hasilnya sesuai ekspektasi,positif
824,teksturnya lengket dan bikin gak nyaman di kulitku,negatif
825,aku belum yakin sejauh ini efeknya biasa saja,netral
826,kulitku terasa lebih lembab dan sehat sejak pakai ini,positif
827,wanginya kurang enak aku kurang suka,negatif
828,aku masih coba dan belum bisa kasih pendapat pasti,netral
829,produk ini benarbenar bikin wajah lebih glowing dan segar,positif
830,sayangnya bikin kulitku lebih berminyak dari biasanya,negatif
831,aku belum lihat perubahan yang besar mungkin butuh waktu lebih lama,netral
832,teksturnya ringan dan gampang meresap aku suka banget,positif
833,produk ini bikin wajahku makin kusam aku kecewa,negatif
835,kulitku makin sehat dan kenyal setelah pakai ini,positif
836,sayangnya bikin wajahku lebih sensitif dan merahmerah,negatif
837,aku masih nunggu hasilnya sejauh ini cukup nyaman dipakai,netral
838,hasilnya luar biasa kulitku lebih halus dan glowing,positif
839,wanginya terlalu menyengat bikin gak nyaman pakai ini,negatif
840,aku belum lihat perubahan signifikan tapi tetap nyaman digunakan,netral
841,produk ini sangat membantu menjaga kelembaban kulitku,positif
842,malah bikin kulitku gatal dan iritasi gak cocok buatku,negatif
843,aku masih coba mungkin butuh lebih lama untuk lihat hasilnya,netral
844,kulitku terasa lebih sehat dan segar setelah pakai ini,positif
845,teksturnya terlalu kental dan susah meresap di kulit,negatif
846,aku belum yakin sejauh ini efeknya belum terlihat jelas,netral
847,aku suka banget produk ini bikin wajah lebih glowing dan sehat,positif
848,sayangnya bikin wajahku makin berminyak,negatif
849,aku masih menunggu efeknya sejauh ini cukup melembabkan,netral
850,produk ini benarbenar bikin kulit lebih fresh dan sehat,positif
851,wanginya terlalu kuat bikin gak nyaman dipakai,negatif
852,aku belum lihat hasil yang signifikan mungkin butuh waktu lebih lama,netral
853,teksturnya ringan dan enak dipakai aku suka banget,positif
854,sayangnya bikin wajahku lebih sensitif dan mudah merah,negatif
856,aku puas banget dengan hasilnya sesuai klaim,positif
857,teksturnya lengket dan susah meresap aku kurang suka,negatif
858,aku belum lihat efek besar tapi sejauh ini cukup oke,netral
859,kulitku lebih lembut dan cerah setelah pakai ini,positif
860,malah bikin kulitku makin kering dan kusam aku kecewa,negatif
862,produk ini sangat membantu kulitku tetap lembab seharian,positif
863,wanginya terlalu menyengat bikin gak nyaman dipakai lamalama,negatif
864,aku masih nunggu hasilnya sejauh ini belum ada perubahan besar,netral
865,aku suka banget kulitku lebih kenyal dan segar,positif
866,sayangnya bikin wajahku lebih berminyak,negatif
867,aku belum lihat hasil signifikan tapi tetap nyaman dipakai,netral
868,produk ini bikin wajahku lebih cerah dan sehat,positif
869,teksturnya terlalu tebal dan lengket di kulit,negatif
870,aku masih coba efeknya belum terlalu terasa,netral
871,hasilnya luar biasa kulitku makin halus dan lembut,positif
872,wanginya kurang cocok buatku terlalu menyengat,negatif
874,produk ini bikin kulitku lebih glowing dan segar,positif
875,sayangnya bikin wajahku lebih kering dan kusam,negatif
877,teksturnya ringan dan nyaman digunakan,positif
878,malah bikin kulitku lebih sensitif dan merah,negatif
879,aku masih coba sejauh ini gak ada efek samping,netral
880,aku suka banget kulitku makin cerah dan lembut,positif
882,teksturnya terlalu berat dan lengket di kulitku,negatif
883,aku masih coba dan belum bisa lihat hasilnya dengan jelas,netral
884,wanginya lembut dan menenangkan suka banget,positif
885,sayangnya bikin wajahku semakin berminyak dan kusam,negatif
886,aku masih belum lihat efek signifikan mungkin butuh waktu lebih lama,netral
887,kulitku jadi lebih halus dan cerah setelah rutin pakai ini,positif
888,malah bikin kulitku iritasi dan merahmerah kecewa banget,negatif
889,aku masih coba sejauh ini cukup nyaman di kulit,netral
891,wanginya terlalu kuat bikin pusing setelah beberapa saat,negatif
892,aku belum lihat hasil yang jelas tapi tetap nyaman dipakai,netral
893,hasilnya luar biasa kulitku lebih sehat dan kenyal,positif
894,sayangnya bikin kulitku jadi lebih kering dari sebelumnya,negatif
895,aku masih coba dan belum bisa kasih review pasti,netral
896,produk ini bikin kulitku lebih lembut dan cerah,positif
897,teksturnya terlalu tebal dan susah meresap aku kurang suka,negatif
898,aku masih menunggu hasilnya sejauh ini cukup melembabkan,netral
899,produk ini sangat membantu menjaga kelembaban kulitku seharian,positif
900,wanginya terlalu menyengat bikin kurang nyaman dipakai,negatif
901,aku belum lihat perubahan besar mungkin butuh waktu lebih lama,netral
902,hasilnya sesuai klaim kulitku lebih glowing dan sehat,positif
903,malah bikin wajahku makin sensitif jadi gak cocok buatku,negatif
905,produk ini benarbenar bikin kulitku lebih fresh dan kenyal,positif
906,teksturnya terlalu berminyak bikin kulitku gak nyaman,negatif
908,aku puas banget dengan hasilnya sesuai ekspektasi,positif
910,aku masih coba sejauh ini efeknya belum terasa,netral
911,kulitku lebih sehat dan cerah setelah pakai ini,positif
912,sayangnya bikin wajahku makin kusam dan berminyak,negatif
913,aku belum lihat perubahan besar tapi tetap nyaman digunakan,netral
915,malah bikin wajahku makin kering dan terasa ketarik,negatif
916,aku masih nunggu hasilnya sejauh ini cukup oke,netral
917,produk ini bikin wajahku lebih glowing dan segar,positif
918,wanginya terlalu kuat bikin gak nyaman dipakai lamalama,negatif
919,aku masih coba mungkin butuh waktu lebih lama untuk lihat efeknya,netral
920,aku suka banget kulitku makin lembut dan sehat,positif
921,sayangnya bikin wajahku jadi lebih sensitif,negatif
923,hasilnya luar biasa kulitku makin cerah dan halus,positif
924,teksturnya terlalu berat kurang nyaman dipakai seharihari,negatif
925,aku masih coba dan belum lihat hasilnya dengan jelas,netral
926,produk ini sangat melembabkan cocok banget buat kulit kering,positif
927,malah bikin jerawatku makin parah aku kecewa,negatif
928,aku masih coba mungkin butuh waktu lebih lama untuk melihat hasilnya,netral
929,kulitku makin sehat dan segar setelah pakai ini,positif
937,aku belum lihat efek besar tapi sejauh ini cukup nyaman digunakan,netral
942,sayangnya bikin wajahku lebih berminyak dari biasanya,negatif
956,produk ini bikin kulitku makin cerah dan sehat aku suka banget,positif
957,teksturnya terlalu berat bikin kulit terasa lengket seharian,negatif
958,aku masih coba sejauh ini cukup nyaman tapi belum ada perubahan besar,netral
959,kulitku jadi lebih glowing setelah rutin pakai ini,positif
960,wanginya terlalu menyengat aku kurang nyaman pakai lamalama,negatif
961,aku belum lihat efek besar tapi sejauh ini cukup melembabkan,netral
962,produk ini beneran bikin kulitku lebih halus dan kenyal,positif
963,sayangnya malah bikin kulitku iritasi dan merahmerah,negatif
964,aku masih menunggu hasilnya sejauh ini cukup oke,netral
965,aku suka banget kulitku jadi lebih sehat dan segar,positif
966,malah bikin jerawatku muncul lebih banyak kecewa banget,negatif
968,hasilnya luar biasa kulitku makin lembab dan bercahaya,positif
969,teksturnya terlalu berminyak gak nyaman di kulitku,negatif
971,wanginya enak banget bikin rileks setiap pakai,positif
972,sayangnya produk ini gak cocok di kulitku malah jadi kering,negatif
974,produk ini sangat melembabkan cocok buat kulit kering,positif
975,malah bikin wajahku makin berminyak dan lengket aku kurang suka,negatif
976,aku belum lihat hasilnya tapi teksturnya cukup nyaman,netral
977,kulitku makin halus setelah pakai ini beberapa minggu,positif
978,wanginya terlalu kuat bikin kurang nyaman buat dipakai lamalama,negatif
979,aku masih coba sejauh ini cukup baik tapi belum ada perubahan besar,netral
980,produk ini benarbenar sesuai klaimnya kulitku lebih glowing,positif
981,sayangnya bikin kulitku makin kusam gak cocok buatku,negatif
984,malah bikin wajahku makin kering dan ketarik,negatif
985,aku masih menunggu efeknya sejauh ini cukup nyaman digunakan,netral
986,aku puas banget dengan hasilnya kulit jadi lebih kenyal dan sehat,positif
987,sayangnya bikin wajahku lebih sensitif dan merahmerah,negatif
988,aku belum lihat efek besar tapi tetap nyaman dipakai,netral
989,produk ini membantu mengurangi jerawatku aku senang banget,positif
991,aku masih coba dan belum lihat hasil signifikan,netral
992,hasilnya luar biasa kulitku makin cerah dan sehat,positif
993,teksturnya terlalu tebal kurang nyaman untuk kulitku,negatif
994,aku masih coba sejauh ini cukup oke tapi belum ada efek besar,netral
995,kulitku lebih glowing dan terasa kenyal setelah pakai ini,positif
998,produk ini bikin wajahku makin segar dan sehat,positif
999,malah bikin jerawat makin banyak aku kecewa,negatif
1001,teksturnya lembut dan cepat menyerap enak banget di kulit,positif
1002,wanginya terlalu kuat bikin kurang nyaman digunakan,negatif
1003,aku belum lihat efek besar tapi teksturnya enak di kulit,netral
1004,produk ini benarbenar bikin kulitku lebih glowing dan lembut,positif
1005,sayangnya bikin wajahku makin kering dan ketarik,negatif
1007,hasilnya sesuai klaim kulitku jadi lebih sehat dan lembab,positif
1008,teksturnya terlalu lengket kurang nyaman buat aku,negatif
1010,produk ini bikin wajahku lebih fresh setiap pagi,positif
1011,wanginya kurang cocok buatku terlalu kuat,negatif
1012,aku masih coba sejauh ini cukup nyaman tapi belum ada efek signifikan,netral
1013,aku suka banget kulitku lebih kenyal dan lembut,positif
1014,malah bikin kulitku jadi lebih sensitif kurang cocok buatku,negatif
1016,produk ini bikin kulitku lebih sehat dan glowing,positif
1017,sayangnya bikin wajahku makin berminyak dan kusam,negatif
1020,wanginya terlalu kuat buatku jadi kurang nyaman,negatif
1021,aku masih coba dan belum lihat efek besar,netral
1022,produk ini benarbenar melembabkan dan bikin kulit lebih halus,positif
1023,sayangnya bikin wajahku makin kering dan kasar,negatif
1025,aku suka banget kulitku lebih sehat dan bercahaya,positif
1026,malah bikin jerawatku makin banyak kecewa banget,negatif
1028,teksturnya ringan dan cepat menyerap nyaman banget di kulit,positif
